sourceIndex,status,score,sourceName,seed,item,en,name,country,lat,lng,category,wikiEnTitle,wikiRuTitle,image,typeLabel,note
1318,importable,108,Khaskovo desert landscapes,Khaskovo,Q3110994,Trigrad Gorge,Триградское ущелье,Bulgaria,41.6167,24.3792,desert,Trigrad Gorge,Триградское ущелье,http://commons.wikimedia.org/wiki/Special:FilePath/Trigrad%20gorge.jpg,каньон,country:Bulgaria
1317,importable,108,Gabrovo coastal wetlands,Gabrovo,Q1653,Danube,Дунай,Bulgaria,45.221944444,29.743333333,water,Danube,Дунай,http://commons.wikimedia.org/wiki/Special:FilePath/Budapest%20from%20Gellert%20Hill.jpg,река,country:Bulgaria
1319,importable,108,Kurdzhali lake district,Kurdzhali,Q385652,Gulf of Burgas,Бургасский залив,Bulgaria,42.5,27.58333333,water,Gulf of Burgas,Бургасский залив,http://commons.wikimedia.org/wiki/Special:FilePath/Ivanpetarkirik.jpg,залив,country:Bulgaria
1325,importable,108,Bazega coastal wetlands,Bazega,Q192415,Volta River,Вольта (река),Burkina Faso,8.648741,-0.982618,water,Volta River,Вольта (река),http://commons.wikimedia.org/wiki/Special:FilePath/VoltaRiverWithAdombeBridge183-1-.jpg,река,country:Burkina Faso
1327,importable,108,Boulgou lake district,Boulgou,Q1328852,Sirba River,Сирба,Burkina Faso,12.26539,-0.56499,water,Sirba River,Сирба,http://commons.wikimedia.org/wiki/Special:FilePath/River%20Niger%20Tributaries%20from%20Burkina%20Faso%20OSM.png,река,country:Burkina Faso
1333,importable,108,Kachin State coastal wetlands,Kachin State,Q26076,Irrawaddy River,Иравади (река),Myanmar,15.777608,95.063546,water,Irrawaddy River,Иравади (река),http://commons.wikimedia.org/wiki/Special:FilePath/Sagaing%2C%20Myanmar.jpg,река,country:Myanmar
1335,importable,108,Kayin State lake district,Kayin State,Q26422,Salween River,Салуин,Myanmar,16.150638888,97.557194444,water,Salween River,Салуин,http://commons.wikimedia.org/wiki/Special:FilePath/%E6%80%92%E6%B1%9F%E7%A6%8F%E8%B4%A1%E6%AE%B5%20-%20%E8%88%AA%E6%8B%8D%20-%202024-06-01%2005.jpg,река,country:Myanmar
1337,importable,108,Mandalay mountain valleys,Mandalay,Q625425,Arakan Mountains,Ракхайн (хребет),Myanmar,21.2667,93.95,mountain,Arakan Mountains,Ракхайн (хребет),http://commons.wikimedia.org/wiki/Special:FilePath/Naf%20River%202.JPG,горный хребет,country:Myanmar
1338,importable,108,Bubanza mountain valleys,Bubanza,Q1649074,Mount Heha,Хеха (гора),Burundi,-3.603333333,29.499166666,mountain,Mount Heha,Хеха (гора),http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Heha%20Cropped.jpg,гора,country:Burundi
1339,importable,108,Bujumbura forest reserves,Bujumbura,Q5118378,Karera waterfalls,Карера,Burundi,-3.83,30.08,forest,Karera waterfalls,Карера,http://commons.wikimedia.org/wiki/Special:FilePath/La%20chute%20de%20karera%20nyakayi%201%20%C3%A0%20Rutana.jpg,природоохранная зона,country:Burundi
1341,importable,108,Cankuzo coastal wetlands,Cankuzo,Q748195,Ruzizi River,Рузизи (река),Burundi,-3.364444444,29.268333333,water,Ruzizi River,Рузизи (река),http://commons.wikimedia.org/wiki/Special:FilePath/La%20Rivi%C3%A8re%20du%20parc%20national%20rusizi.jpg,река,country:Burundi
1343,importable,108,Gitega lake district,Gitega,Q1808777,Lake Rweru,Ругверо,Burundi,-2.377777777,30.323611111,water,Lake Rweru,Ругверо,http://commons.wikimedia.org/wiki/Special:FilePath/Lakes%20of%20Burundi.jpg,озеро,country:Burundi
1346,importable,108,Banteay Mean Cheay mountain valleys,Banteay Mean Cheay,Q956515,Phnom Kulen,Кулен (плато),Cambodia,13.612777777,104.1125,mountain,Phnom Kulen,Кулен (плато),http://commons.wikimedia.org/wiki/Special:FilePath/Phnom%20Kulen8.JPG,гора,country:Cambodia
1352,importable,108,Kampot highland plateau,Kampot,Q960387,Phnom Krom,Краом,Cambodia,13.28573,103.81218,mountain,Phnom Krom,Краом,http://commons.wikimedia.org/wiki/Special:FilePath/Phnom%20Krom%20006.jpg,гора,country:Cambodia
1347,importable,108,Batdambang forest reserves,Batdambang,Q4930573,Ream National Park,Реам (национальный парк),Cambodia,10.50640943,103.73436445,forest,Ream National Park,Реам (национальный парк),http://commons.wikimedia.org/wiki/Special:FilePath/Nature%20of%20Cambodia.%20Ream.jpg,природоохранная зона,country:Cambodia
1362,importable,108,Alberta mountain valleys,Alberta,Q178031,Yellowhead Pass,Йеллоухед (перевал),Canada,52.891389,-118.464444,mountain,Yellowhead Pass,Йеллоухед (перевал),http://commons.wikimedia.org/wiki/Special:FilePath/CNR%20Yellowhead.jpg,перевал,country:Canada
1368,importable,108,Nova Scotia highland plateau,Nova Scotia,Q183027,Mount Garibaldi,Гарибальди (вулкан),Canada,49.850555555,-123.004722222,volcano,Mount Garibaldi,Гарибальди (вулкан),http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Garibaldi%20West%20Face.jpg,гора,country:Canada
1369,importable,108,Nunavut mountain valleys,Nunavut,Q283784,Ogilvie Mountains,Огилви (горы),Canada,64.58283,-138.2544,mountain,Ogilvie Mountains,Огилви (горы),http://commons.wikimedia.org/wiki/Special:FilePath/Tombstone%20Mountain%202007.JPG,горный хребет,country:Canada
1363,importable,108,British Columbia forest reserves,British Columbia,Q1331433,Elk Island National Park,Элк-Айленд,Canada,53.6144,-112.866,forest,Elk Island National Park,Элк-Айленд,http://commons.wikimedia.org/wiki/Special:FilePath/Bison%20Elk%20Island.jpg,природоохранная зона,country:Canada
1364,importable,108,Manitoba river gorges,Manitoba,Q189262,Davis Strait,Девисов пролив,Canada,65,-58,water,Davis Strait,Девисов пролив,http://commons.wikimedia.org/wiki/Special:FilePath/0201bay.jpg,пролив,country:Canada
1366,importable,108,Newfoundland desert landscapes,Newfoundland,Q207702,Hudson Strait,Гудзонов пролив,Canada,62.493333333,-71.961944444,water,Hudson Strait,Гудзонов пролив,http://commons.wikimedia.org/wiki/Special:FilePath/Salisbury%20Island%2C%20Nunavut.jpg,пролив,country:Canada
1376,importable,108,Praia highland plateau,Praia,Q2671287,Tope de Coroa,Короа,Cape Verde,17.033333333,-25.295833333,mountain,Tope de Coroa,Короа,http://commons.wikimedia.org/wiki/Special:FilePath/Santo%20Ant%C3%A3o%20294A9888%20Topo%20da%20Coroa.jpg,гора,country:Cape Verde
1389,importable,108,Gribingui coastal wetlands,Gribingui,Q2591927,Kadéï River,Кадеи,Central African Republic,3.51944444,16.04305556,water,Kadéï River,Кадеи,http://commons.wikimedia.org/wiki/Special:FilePath/Confluence%20Kadei%20and%20Mambere.jpg,река,country:Central African Republic
1391,importable,108,Haute-Kotto lake district,Haute-Kotto,Q3327129,Mpoko River,Мпоко,Central African Republic,4.32416667,18.54222222,water,Mpoko River,Мпоко,http://commons.wikimedia.org/wiki/Special:FilePath/Berge%20bimbo%20pk9%20en%20RCA%2003.jpg,река,country:Central African Republic
1403,importable,108,Antofagasta forest reserves,Antofagasta,Q680312,Conguillío National Park,Конгильио (национальный парк),Chile,-38.66666667,-71.65,forest,Conguillío National Park,Конгильио (национальный парк),http://commons.wikimedia.org/wiki/Special:FilePath/Araucaria%20araucana%20-%20Parque%20Nacional%20Conguill%C3%ADo%20por%20lautaroj%20-%20001.jpg,природоохранная зона,country:Chile
1405,importable,108,Atacama coastal wetlands,Atacama,Q4534,Andalién River,Андалиен,Chile,-36.7394,-73.0161,water,Andalién River,Андалиен,http://commons.wikimedia.org/wiki/Special:FilePath/Puente%20Ferroviario%20sobre%20el%20r%C3%ADo%20Andali%C3%A9n.JPG,река,country:Chile
1407,importable,108,Coquimbo lake district,Coquimbo,Q37854,Huilo-Huilo Falls,Уило-Уило,Chile,-39.853333333,-71.954444444,water,Huilo-Huilo Falls,Уило-Уило,http://commons.wikimedia.org/wiki/Special:FilePath/Salto%20de%20Huilo%20Huilo.jpg,водопад,country:Chile
1365,importable,108,New Brunswick coastal wetlands,New Brunswick,Q292117,Notre Dame Island,Нотр-Дам (остров),Canada,45.508230555,-73.527388888,water,Notre Dame Island,Нотр-Дам (остров),http://commons.wikimedia.org/wiki/Special:FilePath/Parc%20Jean-Drapeau%20Montr%C3%A9al.jpg,остров,country:Canada
1367,importable,108,Northwest Territories lake district,Northwest Territories,Q292158,Saint Helen's Island,Остров Святой Елены (Квебек),Canada,45.51957,-73.53476,water,Saint Helen's Island,Остров Святой Елены (Квебек),http://commons.wikimedia.org/wiki/Special:FilePath/Parc%20Jean%20Drapeau%20%40%20Ile%20Sainte-H%C3%A9l%C3%A8ne%20%40%20Montreal%20%2830129330550%29.jpg,остров,country:Canada
1425,importable,108,West Island lake district,West Island,Q292194,Île Vanier,Ванье (остров),Canada,76.166667,-103.25,water,Île Vanier,Ванье (остров),http://commons.wikimedia.org/wiki/Special:FilePath/Ilevanier.png,остров,country:Canada
1410,importable,108,Anhui mountain valleys,Anhui,Q1152132,Yin Mountains,Иньшань,China,41.28194,108.8025,mountain,Yin Mountains,Иньшань,http://commons.wikimedia.org/wiki/Special:FilePath/%E8%BF%9C%E6%9C%9B%E6%95%96%E5%8C%85%E5%B1%B1%20-%20panoramio.jpg,горный хребет,country:People's Republic of China
1416,importable,108,Guangxi highland plateau,Guangxi,Q1154854,Mount Jiuhua,Цзюхуашань,China,30.482222,117.804444,mountain,Mount Jiuhua,Цзюхуашань,http://commons.wikimedia.org/wiki/Special:FilePath/Jiuhuashan%20yunhai.JPG,гора,country:People's Republic of China
1417,importable,108,Guizhou mountain valleys,Guizhou,Q1156502,Daba Mountains,Дабашань,China,32,109.5,mountain,Daba Mountains,Дабашань,http://commons.wikimedia.org/wiki/Special:FilePath/20250524%20%E7%A5%9E%E8%BE%B2%E9%A0%82%20ShenNong%20Ding%20%E6%B5%B7%E6%8B%94%20Altitude%203106.2%20M.jpg,горный хребет,country:People's Republic of China
1749,importable,108,Hong Kong mountain valleys,Hong Kong,Q107635,Mount Paektu,Пэктусан,China,40.94,126.83,mountain,Mount Paektu,Пэктусан,http://commons.wikimedia.org/wiki/Special:FilePath/Baitou%20Mountain%20Tianchi.jpg,гора,country:People's Republic of China
1411,importable,108,Beijing forest reserves,Beijing,Q197132,Zhalong Nature Reserve,Чжалун,China,47.2,124.25,forest,Zhalong Nature Reserve,Чжалун,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%B9%E9%A1%B6%E9%B9%A41-%E6%89%8E%E9%BE%992017.jpg,природоохранная зона,country:People's Republic of China
1412,importable,108,Chongqing river gorges,Chongqing,Q127031,Taiwan Strait,Тайваньский пролив,China,24.811111111,119.928333333,water,Taiwan Strait,Тайваньский пролив,http://commons.wikimedia.org/wiki/Special:FilePath/Xiamen%20Island%2C%20Lieyu%20Island%20and%20Kinmen%20Island.jpg,пролив,country:People's Republic of China
1414,importable,108,Gansu desert landscapes,Gansu,Q132956,Taklamakan Desert,Такла-Макан,China,38.9,82.2,desert,Taklamakan Desert,Такла-Макан,http://commons.wikimedia.org/wiki/Special:FilePath/Taklamakan-d43.jpg,пустыня,country:People's Republic of China
1424,importable,108,South Island desert landscapes,South Island,Q5023,Cook Strait,Пролив Кука,New Zealand,-41.229444444,174.483055555,water,Cook Strait,Пролив Кука,http://commons.wikimedia.org/wiki/Special:FilePath/Cook%20Strait%20and%20Marlborough%20Sounds%20from%20Mount%20Kaukau.jpg,пролив,country:New Zealand
1436,importable,108,Fomboni river gorges,Fomboni,Q165100,Mozambique Channel,Мозамбикский пролив,Q970,-18,41,water,Mozambique Channel,Мозамбикский пролив,http://commons.wikimedia.org/wiki/Special:FilePath/Satellite%20image%20of%20Mozambique%20in%20September%202002.jpg,пролив,country:Q970
1440,importable,108,Moutsamoudou highland plateau,Moutsamoudou,Q2746954,La Grille,Ла-Грилле,Q970,-11.466666666,43.333333333,mountain,La Grille,Ла-Грилле,http://commons.wikimedia.org/wiki/Special:FilePath/Grande%20Comore%20topographic%20map-fr.svg,гора,country:Q970
1442,importable,108,Bas-Congo forest reserves,Bas-Congo,Q263406,Upemba National Park,Упемба (национальный парк),Democratic Republic of the Congo,-9.01666667,26.58333333,forest,Upemba National Park,Упемба (национальный парк),http://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Upemba%20STS057-104-62.jpg,национальный парк,country:Democratic Republic of the Congo
1444,importable,108,Kasai-Occidental coastal wetlands,Kasai-Occidental,Q683100,Lake Mai-Ndombe,Маи-Ндомбе,Democratic Republic of the Congo,-2,18.33,water,Lake Mai-Ndombe,Маи-Ндомбе,http://commons.wikimedia.org/wiki/Special:FilePath/Lake%20Mai-Ndombe%20NASA.jpg,озеро,country:Democratic Republic of the Congo
1447,importable,108,Kinshasa highland plateau,Kinshasa,Q804039,Mount Bisoke,Високе,Democratic Republic of the Congo,-1.511111111,29.448333333,mountain,Mount Bisoke,Високе,http://commons.wikimedia.org/wiki/Special:FilePath/Visoke.jpg,гора,country:Democratic Republic of the Congo
1448,importable,108,Maniema mountain valleys,Maniema,Q8536218,Itombwe Mountains,Итомбве (горы),Democratic Republic of the Congo,-3.5,28.91666667,mountain,Itombwe Mountains,Итомбве (горы),http://commons.wikimedia.org/wiki/Special:FilePath/Un%20village%20Babembe%2C%20plateau%20d%27Itombwe%2C%202005.jpg,горный хребет,country:Democratic Republic of the Congo
1450,importable,108,Brazzaville forest reserves,Brazzaville,Q263883,Odzala-Kokoua National Park,Одзала,Republic of the Congo,0.8,14.9,forest,Odzala-Kokoua National Park,Одзала,http://commons.wikimedia.org/wiki/Special:FilePath/Primage2.jpg,природоохранная зона,country:Republic of the Congo
1457,importable,108,Aitutaki mountain valleys,Aitutaki,Q498069,Te Manga,Те-Манга,Cook Islands,-21.238903,-159.789056,mountain,Te Manga,Те-Манга,http://commons.wikimedia.org/wiki/Special:FilePath/CookIslands-Rarotonga-TeManga-mgl20030609-01.jpg,гора,country:Cook Islands
1460,importable,108,Mangaia coastal wetlands,Mangaia,Q950725,Penrhyn atoll,Пенрин,Cook Islands,-9.005555555,-157.969444444,water,Penrhyn atoll,Пенрин,http://commons.wikimedia.org/wiki/Special:FilePath/Penhryn%20atoll.jpg,риф,country:Cook Islands
1465,importable,108,Alajuela mountain valleys,Alajuela,Q252362,Cerro Chirripó,Чиррипо-Гранде,Costa Rica,9.484083333,-83.488666666,mountain,Cerro Chirripó,Чиррипо-Гранде,http://commons.wikimedia.org/wiki/Special:FilePath/Picture%201191.jpg,гора,country:Costa Rica
1470,importable,108,Puntarenas lake district,Puntarenas,Q264925,Tárcoles River,Тарколес (река),Costa Rica,9.786313888,-84.641175,forest,Tárcoles River,Тарколес (река),http://commons.wikimedia.org/wiki/Special:FilePath/R%C3%ADo%20T%C3%A1rcoles%20en%20Costa%20Rica%2001.jpg,река,country:Costa Rica
1472,importable,108,Abengourou mountain valleys,Abengourou,Q849129,Mount Richard-Molard,Нимба,Q1008,7.622588194,-8.408058694,mountain,Mount Richard-Molard,Нимба,http://commons.wikimedia.org/wiki/Special:FilePath/Mont%20Nimba%20landscape.jpg,гора,country:Q1008
1477,importable,108,Agboville lake district,Agboville,Q41430,Gulf of Guinea,Гвинейский залив,Q1008,1,4,water,Gulf of Guinea,Гвинейский залив,http://commons.wikimedia.org/wiki/Special:FilePath/Gulf%20of%20Guinea%205.24136E%202.58756N.jpg,залив,country:Q1008
1488,importable,108,Camaguey mountain valleys,Camaguey,Q654527,Sierra Maestra,Сьерра-Маэстра,Cuba,20.06972,-76.42556,mountain,Sierra Maestra,Сьерра-Маэстра,http://commons.wikimedia.org/wiki/Special:FilePath/Sierra%20Maestra%20Guam%C3%A1%209A5538.jpg,горный хребет,country:Cuba
1494,importable,108,Holguin highland plateau,Holguin,Q844875,Valle de los Ingenios,Долина Де-лос-Инхеньос,Cuba,21.841388888,-79.858055555,desert,Valle de los Ingenios,Долина Де-лос-Инхеньос,http://commons.wikimedia.org/wiki/Special:FilePath/Valle%20de%20los%20ingenios2.jpg,долина,country:Cuba
1495,importable,108,Isla de la Juventud mountain valleys,Isla de la Juventud,Q1145743,Pico Turquino,Туркино (пик),Cuba,19.989444444,-76.835833333,mountain,Pico Turquino,Туркино (пик),http://commons.wikimedia.org/wiki/Special:FilePath/PicoTurquino.jpg,гора,country:Cuba
1489,importable,108,Ciego de Avila forest reserves,Ciego de Avila,Q5951909,Zapata Swamp,Сапата (болото),Cuba,22.333333333,-81.616666666,forest,Zapata Swamp,Сапата (болото),http://commons.wikimedia.org/wiki/Special:FilePath/Zapata%20swamp.JPG,природоохранная зона,country:Cuba
1490,importable,108,Cienfuegos river gorges,Cienfuegos,Q193260,Yucatán Channel,Юкатанский пролив,Cuba,21.75,-85.75,water,Yucatán Channel,Юкатанский пролив,http://commons.wikimedia.org/wiki/Special:FilePath/Cuba.A2002334.1625.250m.jpg,пролив,country:Cuba
1491,importable,108,Ciudad de La Habana coastal wetlands,Ciudad de La Habana,Q12630,Gulf of Mexico,Мексиканский залив,Cuba,25,-90,water,Gulf of Mexico,Мексиканский залив,http://commons.wikimedia.org/wiki/Special:FilePath/Golf%20von%20Mexiko%20NASA%20World%20Wind%20Globe.jpg,залив,country:Cuba
1493,importable,108,Guantanamo lake district,Guantanamo,Q208035,Guantánamo Bay,Гуантанамо (залив),Cuba,19.925,-75.15,water,Guantánamo Bay,Гуантанамо (залив),http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20sky%20over%20Guantanamo%20Bay.jpg,залив,country:Cuba
1496,importable,108,Famagusta mountain valleys,Famagusta,Q909107,Kyrenia Mountains,Кириния (горы),Cyprus,35.283,33.534,mountain,Kyrenia Mountains,Кириния (горы),http://commons.wikimedia.org/wiki/Special:FilePath/KyreniaMountainRange.jpg,горный хребет,country:Cyprus
1499,importable,108,Limassol coastal wetlands,Limassol,Q644636,Geography of Cyprus,Кипр (остров),Cyprus,35,33,water,Geography of Cyprus,Кипр (остров),http://commons.wikimedia.org/wiki/Special:FilePath/Cyprus%20lrg.jpg,остров,country:Cyprus
1501,importable,108,Paphos lake district,Paphos,Q905376,Pedieos,Педиеос,Cyprus,34.9436,33.1853,water,Pedieos,Педиеос,http://commons.wikimedia.org/wiki/Special:FilePath/Pedieos%20River.JPG,река,country:Cyprus
1510,importable,108,Arhus mountain valleys,Arhus,Q465816,Dogger Bank,Доггер-банка,Q35,55.25,3.5,mountain,Dogger Bank,Доггер-банка,http://commons.wikimedia.org/wiki/Special:FilePath/Doggerbank.jpg,горный хребет,country:Q35
1511,importable,108,Bornholm forest reserves,Bornholm,Q666502,Møn,Мён,Q35,55,12.333333333,forest,Møn,Мён,http://commons.wikimedia.org/wiki/Special:FilePath/M%C3%B8n%20aerial.jpg,природоохранная зона,country:Q35
1514,importable,108,Fyn desert landscapes,Fyn,Q3801,Limfjord,Лим-фьорд,Q35,56.942777777,9.075,ice_cave,Limfjord,Лим-фьорд,http://commons.wikimedia.org/wiki/Special:FilePath/Limfjord%201%202004%20ubt.jpeg,пролив,country:Q35
1518,importable,108,'Ali Sabih mountain valleys,'Ali Sabih,Q639993,Ardoukoba,Ардукоба,Djibouti,11.571944444,42.495833333,mountain,Ardoukoba,Ардукоба,http://commons.wikimedia.org/wiki/Special:FilePath/Ardoukoba.jpg,гора,country:Djibouti
1520,importable,108,Djibouti river gorges,Djibouti,Q141513,Danakil Desert,Данакиль (пустыня),Djibouti,14.2417,40.3,desert,Danakil Desert,Данакиль (пустыня),http://commons.wikimedia.org/wiki/Special:FilePath/Danakil-Sable.jpg,пустыня,country:Djibouti
1521,importable,108,Obock coastal wetlands,Obock,Q41837,Gulf of Aden,Аденский залив,Djibouti,12,48,water,Gulf of Aden,Аденский залив,http://commons.wikimedia.org/wiki/Special:FilePath/Gulf%20of%20Aden%20map3.png,залив,country:Djibouti
1532,importable,108,Dajabon coastal wetlands,Dajabon,Q25277,Hispaniola,Гаити (остров),Dominican Republic,19,-71,water,Hispaniola,Гаити (остров),http://commons.wikimedia.org/wiki/Special:FilePath/ISS-20%20Caribbean%20island%20of%20Hispaniola%20from%20the%20ISS.jpg,остров,country:Dominican Republic
1515,importable,108,Kobenhavn lake district,Kobenhavn,Q25535,Zealand,Зеландия (остров),Q35,55.57,11.89,water,Zealand,Зеландия (остров),http://commons.wikimedia.org/wiki/Special:FilePath/Seeland.jpg,остров,country:Q35
1535,importable,108,El Seibo highland plateau,El Seibo,Q783742,Pico Duarte,Дуарте (гора),Dominican Republic,19.033055555,-71.005277777,mountain,Pico Duarte,Дуарте (гора),http://commons.wikimedia.org/wiki/Special:FilePath/Pico%20Duarte.jpg,гора,country:Dominican Republic
1537,importable,108,Azuay mountain valleys,Azuay,Q14052,Sangay,Сангай (вулкан),Ecuador,-2.0025,-78.340833333,volcano,Sangay,Сангай (вулкан),http://commons.wikimedia.org/wiki/Special:FilePath/Volcan-Sangay-Ecuador.jpg,гора,country:Ecuador
1540,importable,108,Carchi coastal wetlands,Carchi,Q83582,Fernandina Island,Фернандина,Ecuador,-0.37,-91.55,water,Fernandina Island,Фернандина,http://commons.wikimedia.org/wiki/Special:FilePath/Fernandina%20isabela.jpg,остров,country:Ecuador
1542,importable,108,Cotopaxi lake district,Cotopaxi,Q83639,Isabela Island (Galápagos),"Исабела (остров, Галапагос)",Ecuador,-0.760833333,-91.022777777,water,Isabela Island (Galápagos),"Исабела (остров, Галапагос)",http://commons.wikimedia.org/wiki/Special:FilePath/Elizabeth%20Bay%20-Isabela%20Island%20-birds.jpg,остров,country:Ecuador
1545,importable,108,Ad Daqahliyah mountain valleys,Ad Daqahliyah,Q133423,Valley of the Kings,Долина Царей,Egypt,25.74025,32.602358,desert,Valley of the Kings,Долина Царей,http://commons.wikimedia.org/wiki/Special:FilePath/Luxor%2C%20Tal%20der%20K%C3%B6nige%20%281995%2C%20860x605%29.jpg,долина,country:Egypt
1548,importable,108,Al Fayyum coastal wetlands,Al Fayyum,Q3392,Nile,Нил,Egypt,15.640138888,32.5055,water,Nile,Нил,http://commons.wikimedia.org/wiki/Special:FilePath/Cairo%20skyline%2C%20Panoramic%20view%2C%20Egypt.jpg,река,country:Egypt
1553,importable,108,Ahuachapan mountain valleys,Ahuachapan,Q74214,Cerro El Pital,Серро-Эль-Питаль,El Salvador,14.383333333,-89.116666666,mountain,Cerro El Pital,Серро-Эль-Питаль,http://commons.wikimedia.org/wiki/Special:FilePath/Cerro%20El%20Pital%2C%20Chalatenango.JPG,гора,country:El Salvador
1562,importable,108,Bioko Norte forest reserves,Bioko Norte,Q4736972,Altos de Nsork National Park,Альтос де Нсорк (национальный парк),Equatorial Guinea,1.16,11.12,forest,Altos de Nsork National Park,Альтос де Нсорк (национальный парк),http://commons.wikimedia.org/wiki/Special:FilePath/Altos%20de%20Nsork%20National%20Park%2C%20Equatorial%20Guinea%20%28boundaries%29.png,национальный парк,country:Equatorial Guinea
1564,importable,108,Centro Sur coastal wetlands,Centro Sur,Q205022,Bioko,Биоко,Equatorial Guinea,3.5,8.7,water,Bioko,Биоко,http://commons.wikimedia.org/wiki/Special:FilePath/Malabo%20a%2013-oct-01.jpg,остров,country:Equatorial Guinea
1568,importable,108,Akale Guzay mountain valleys,Akale Guzay,Q230269,Mount Zuqualla,Зукалла (гора),Ethiopia,8.55,38.866666666,mountain,Mount Zuqualla,Зукалла (гора),http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Zuqualla.jpg,гора,country:Ethiopia
1590,importable,108,Oromiya highland plateau,Oromiya,Q275435,Ras Dashen,Рас-Дашэн,Ethiopia,13.236666666,38.3725,mountain,Ras Dashen,Рас-Дашэн,http://commons.wikimedia.org/wiki/Special:FilePath/Dejen%20misura%20da%20cima%20W.jpg,гора,country:Ethiopia
1559,importable,108,La Union highland plateau,La Union,Q1162021,Mount Masaraga,Масарага,Philippines,13.310277777,123.6,mountain,Mount Masaraga,Масарага,http://commons.wikimedia.org/wiki/Special:FilePath/Masaraga.jpg,гора,country:Philippines
1573,importable,108,Semhar lake district,Semhar,Q1789052,Nora (island),Нора (остров),Eritrea,15.99834,40.07026,water,Nora (island),Нора (остров),http://commons.wikimedia.org/wiki/Special:FilePath/Nora%20%28LANDSAT%29.png,остров,country:Eritrea
1575,importable,108,Seraye mountain valleys,Seraye,Q596806,Nabro Volcano,Набро,Eritrea,13.37,41.7,volcano,Nabro Volcano,Набро,http://commons.wikimedia.org/wiki/Special:FilePath/Nabro%20map.png,гора,country:Eritrea
1587,importable,108,Dire Dawa coastal wetlands,Dire Dawa,Q116685,Lake Tana,Тана (озеро),Ethiopia,12,37.25,water,Lake Tana,Тана (озеро),http://commons.wikimedia.org/wiki/Special:FilePath/ET%20Amhara%20asv2018-02%20img040%20Lake%20Tana%20at%20Gorgora.jpg,озеро,country:Ethiopia
1597,importable,108,Sandoy coastal wetlands,Sandoy,Q192540,Streymoy,Стреймой,Faroe Islands,62.131667,-7.019444,water,Streymoy,Стреймой,http://commons.wikimedia.org/wiki/Special:FilePath/Sk%C3%A6lingsfjall%2C%20Streymoy%20%28faroe%20islands%29.jpg,остров,country:Faroe Islands
1599,importable,108,Streymoy lake district,Streymoy,Q200939,Eysturoy,Эстурой,Faroe Islands,62.21579,-6.87751,water,Eysturoy,Эстурой,http://commons.wikimedia.org/wiki/Special:FilePath/Faroe%20Islands%2C%20Eysturoy%2C%20Oyrarbakki%20%2803%29%2C%20view%20of%20the%20village.jpg,остров,country:Faroe Islands
1571,importable,108,Hamasen coastal wetlands,Hamasen,Q701647,Orchid Island,Ланьюй,Taiwan,22.05,121.533333333,water,Orchid Island,Ланьюй,http://commons.wikimedia.org/wiki/Special:FilePath/06.21%20%E5%89%AF%E7%B8%BD%E7%B5%B1%E5%8F%83%E8%A8%AA%E3%80%8C%E9%87%8E%E9%8A%80%E9%83%A8%E8%90%BD%E5%9C%B0%E4%B8%8B%E5%B1%8B%E3%80%8D%20%2850029231857%29.jpg,остров,country:Taiwan
1600,importable,108,Suduroy highland plateau,Suduroy,Q738746,Slættaratindur,Слаттаратиндур,Faroe Islands,62.2967169,-7.0132,mountain,Slættaratindur,Слаттаратиндур,http://commons.wikimedia.org/wiki/Special:FilePath/Sl%C3%A6ttaratindur%2C%20Faroe%20Islands.JPG,гора,country:Faroe Islands
1603,importable,108,Rotuma coastal wetlands,Rotuma,Q1884674,Mago Island,Манго (остров),Fiji,-17.45,-179.15,water,Mago Island,Манго (остров),http://commons.wikimedia.org/wiki/Special:FilePath/Mago-Fiji%20%28NASA%20Geocover%202000%29.jpg,остров,country:Fiji
1604,importable,108,Aland mountain valleys,Aland,Q13360737,"Koli, Finland",Коли (сопка),Finland,63.094444444,29.808611111,mountain,"Koli, Finland",Коли (сопка),http://commons.wikimedia.org/wiki/Special:FilePath/Koli.jpg,гора,country:Finland
1605,importable,108,Etela-Suomen Laani forest reserves,Etela-Suomen Laani,Q127322,Oulanka National Park,Оуланка (национальный парк),Finland,66.37305556,29.33861111,forest,Oulanka National Park,Оуланка (национальный парк),http://commons.wikimedia.org/wiki/Special:FilePath/FI-Oulanka%20NP1.jpg,природоохранная зона,country:Finland
1607,importable,108,Lansi-Suomen Laani coastal wetlands,Lansi-Suomen Laani,Q121538,Torne (Finnish and Swedish river),Турнеэльвен,Finland,65.80833333,24.14583333,water,Torne (Finnish and Swedish river),Турнеэльвен,http://commons.wikimedia.org/wiki/Special:FilePath/Tornionjoki%20Kukkolankoski%20Vastarannalla%20Ruotsi.jpg,река,country:Finland
1629,importable,108,Haut-Ogooue forest reserves,Haut-Ogooue,Q9055976,Lopé National Park,Национальный парк Лопе,Gabon,-0.525334,11.5428,forest,Lopé National Park,Национальный парк Лопе,http://commons.wikimedia.org/wiki/Special:FilePath/Lop%C3%A9%20National%20Park%20river%20crop.jpg,природоохранная зона,country:Gabon
