issues,en,name,country,kind,category,tags,wikiEnTitle,wikiRuTitle,image
missing_image,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura","Храмовая зона Самбор-Прей-Кук, археологический памятник древней Ишанапуры",Cambodia,human,sacred,unesco,"Temple Zone of Sambor Prei Kuk, Archaeological Site of Ancient Ishanapura","Храмовая зона Самбор-Прей-Кук, археологический памятник древней Ишанапуры",
missing_image,Koh Ker: Archaeological Site of Ancient Lingapura or Chok Gargyar,Кох Кер: Археологический памятник древнего Лингапура или Чок Гаргьяр,Cambodia,human,archaeology,unesco,Koh Ker: Archaeological Site of Ancient Lingapura or Chok Gargyar,Кох Кер: Археологический памятник древнего Лингапура или Чок Гаргьяр,
missing_image,Cambodian Memorial Sites: From centres of repression to places of peace and reflection,Мемориальные комплексы Камбоджи: От центров репрессий к пространствам мира и осмысления,Cambodia,human,monument,unesco,Cambodian Memorial Sites: From centres of repression to places of peace and reflection,Мемориальные комплексы Камбоджи: От центров репрессий к пространствам мира и осмысления,
missing_image,Diy-Gid-Biy Cultural Landscape of the Mandara Mountains,Культурный ландшафт Дий-Гид-Бий в горах Мандара,Cameroon,human,architecture,unesco,Diy-Gid-Biy Cultural Landscape of the Mandara Mountains,Культурный ландшафт Дий-Гид-Бий в горах Мандара,
missing_image,L’Anse aux Meadows National Historic Site,Национальный исторический парк Л’Анс-о-Медоус,Canada,human,architecture,unesco,L'Anse aux Meadows National Historic Site,Национальный исторический парк Л’Анс-о-Медоус,
missing_image,Landscape of Grand Pré,Ландшафт Гран-Пре,Canada,human,architecture,unesco,Landscape of Grand Pré,Ландшафт Гран-Пре,
missing_image,Tr’ondëk-Klondike,Трондек-Клондайк,Canada,human,architecture,unesco,Tr'ondëk-Klondike,Трондек-Клондайк,
missing_image,Writing-on-Stone / Áísínai’pi,Райтинг-он-Стоун/Áisínai'pi,Canada,human,architecture,unesco,Writing-on-Stone / Áísínai'pi,Райтинг-он-Стоун/Áisínai'pi,
missing_image,Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,Поселение и искусственная мумификация культуры Чинчорро в регионе Арика и Паринакота,Chile,human,architecture,unesco,Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,Поселение и искусственная мумификация культуры Чинчорро в регионе Арика и Паринакота,
missing_image,Mount Qingcheng and the Dujiangyan Irrigation System,Гора Цинчэншань и древняя оросительная система Дуцзянъянь,China,human,architecture,unesco,Mount Qingcheng and the Dujiangyan Irrigation System,Гора Цинчэншань и древняя оросительная система Дуцзянъянь,
missing_image,Cultural Landscape of Honghe Hani Rice Terraces,Культурный ландшафт рисовых террас хани в Хунхэ,China,human,architecture,unesco,Cultural Landscape of Honghe Hani Rice Terraces,Культурный ландшафт рисовых террас хани в Хунхэ,
missing_image,West Lake Cultural Landscape of Hangzhou,Культурный ландшафт озера Сиху в Ханчжоу,China,human,architecture,unesco,West Lake Cultural Landscape of Hangzhou,Культурный ландшафт озера Сиху в Ханчжоу,
missing_image,Site of Xanadu,Памятник Шанду,China,human,architecture,unesco,Site of Xanadu,Памятник Шанду,
missing_image,The Grand Canal,Великий канал,China,human,engineering,unesco,Grand Canal,Великий канал,
missing_image,"Kulangsu, a Historic International Settlement","Кулансу, историческое международное поселение",China,human,architecture,unesco,"Kulangsu, a Historic International Settlement","Кулансу, историческое международное поселение",
missing_image,Quanzhou: Emporium of the World in Song-Yuan China,Цюаньчжоу: мировой центр торговли в Китае эпохи династий Сун-Юань,China,human,architecture,unesco,Quanzhou: Emporium of the World in Song-Yuan China,Цюаньчжоу: мировой центр торговли в Китае эпохи династий Сун-Юань,
missing_image,Archaeological Ruins of Liangzhu City,Руины древнего города Лянчжу,China,human,archaeology,unesco,Archaeological Ruins of Liangzhu City,Руины древнего города Лянчжу,
missing_image,Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,Культурный ландшафт древних чайных лесов горы Цзинмай в Пуэре,China,human,architecture,unesco,Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu'er,Культурный ландшафт древних чайных лесов горы Цзинмай в Пуэре,
missing_image,Beijing Central Axis: A Building Ensemble Exhibiting the Ideal Order of the Chinese Capital,"Центральная ось Пекина: архитектурный ансамбль, представляющий идеальный порядок китайской столицы",China,human,architecture,unesco,Beijing Central Axis: A Building Ensemble Exhibiting the Ideal Order of the Chinese Capital,"Центральная ось Пекина: архитектурный ансамбль, представляющий идеальный порядок китайской столицы",
missing_image,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Доколумбовы поселения вождей с каменными сферами Дикиса,Costa Rica,human,architecture,unesco,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Доколумбовы поселения вождей с каменными сферами Дикиса,
missing_image,Urban Historic Centre of Cienfuegos,Исторический центр города Сьенфуэгос,Cuba,human,city,unesco,Urban Historic Centre of Cienfuegos,Исторический центр города Сьенфуэгос,
missing_image,Holašovice Historic Village,Историческая деревня Голешовице,Czechia,human,city,unesco,Holašovice Historic Village,Историческая деревня Голешовице,
missing_image,Žatec and the Landscape of Saaz Hops,Жатец и ландшафт жатецкого хмеля,Czechia,human,architecture,unesco,Žatec and the Landscape of Saaz Hops,Жатец и ландшафт жатецкого хмеля,
missing_image,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Ландшафт для разведения и дрессуры упряжных лошадей в Кладрубах-над-Лабем,Czechia,human,architecture,unesco,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Ландшафт для разведения и дрессуры упряжных лошадей в Кладрубах-над-Лабем,
missing_image,Mount Kumgang – Diamond Mountain from the Sea,Гора Кымгансан — Алмазная гора моря,Democratic People's Republic of Korea,mixed,mixed_landscape,unesco,Mount Kumgang - Diamond Mountain from the Sea,Гора Кымгансан — Алмазная гора моря,
missing_image,The par force hunting landscape in North Zealand,Охотничьи угодья Северной Зеландии,Denmark,human,architecture,unesco,The par force hunting landscape in North Zealand,Охотничьи угодья Северной Зеландии,
missing_image,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Куятаа в Гренландии: норвежское и инуитское земледелие у края ледникового щита,Denmark,human,architecture,unesco,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Куятаа в Гренландии: норвежское и инуитское земледелие у края ледникового щита,
missing_image,Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,Aasivissuit-Nipisat. Инуитские охотничьи угодья между морем и льдами,Denmark,human,architecture,unesco,Aasivissuit - Nipisat. Inuit Hunting Ground between Ice and Sea,Aasivissuit-Nipisat. Инуитские охотничьи угодья между морем и льдами,
missing_image,Viking-Age Ring Fortresses,Кольцевые крепости эпохи викингов,Denmark,human,architecture,unesco,Viking-Age Ring Fortresses,Кольцевые крепости эпохи викингов,
missing_image,Colonial City of Santo Domingo,Колониальный город Санто-Доминго,Dominican Republic,human,city,unesco,Colonial City of Santo Domingo,Колониальный город Санто-Доминго,
missing_image,Asmara: A Modernist African City,Асмэра: модернистский город Африки,Eritrea,human,city,unesco,Asmara: A Modernist African City,Асмэра: модернистский город Африки,
missing_image,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Археологические и палеонтологические объекты Мелка-Контуре и Балхит в высокогорном районе Эфиопии,Ethiopia,human,architecture,unesco,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Археологические и палеонтологические объекты Мелка-Контуре и Балхит в высокогорном районе Эфиопии,
missing_image,The Gedeo Cultural Landscape,Культурный ландшафт Гедео,Ethiopia,human,architecture,unesco,The Gedeo Cultural Landscape,Культурный ландшафт Гедео,
missing_image,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",Древнеримский театр с окружением и триумфальная арка в городе Оранж,France,human,architecture,unesco,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",Древнеримский театр с окружением и триумфальная арка в городе Оранж,
missing_image,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",От больших солеварен Сален-ле-Бен до королевских солеварен Арк-э-Сенан,France,human,architecture,unesco,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",От больших солеварен Сален-ле-Бен до королевских солеварен Арк-э-Сенан,
missing_image,"Strasbourg, Grande-Île and Neustadt","Страсбург, Гранд-Иль и Нойштадт",France,human,architecture,unesco,"Strasbourg, Grande-Île and Neustadt","Страсбург, Гранд-Иль и Нойштадт",
missing_image,"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims","Кафедральный собор Нотр-Дам, бывший монастырь Сен-Реми и дворец То в городе Реймс",France,human,sacred,unesco,"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims","Кафедральный собор Нотр-Дам, бывший монастырь Сен-Реми и дворец То в городе Реймс",
missing_image,"Bordeaux, Port of the Moon",Порт Луны,France,human,architecture,unesco,"Bordeaux, Port of the Moon",Порт Луны,
missing_image,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche","Пещера Пон-д’Арк, известная как Шове-Пон-д’Арк",France,human,architecture,unesco,"Decorated Cave of Pont d'Arc, known as Grotte Chauvet-Pont d'Arc, Ardèche","Пещера Пон-д’Арк, известная как Шове-Пон-д’Арк",
missing_image,The Maison Carrée of Nîmes,Мезон Карре в Ниме,France,human,architecture,unesco,The Maison Carrée of Nîmes,Мезон Карре в Ниме,
missing_image,"Nice, Winter Resort Town of the Riviera","Ницца, зимний курортный город Ривьеры",France,human,city,unesco,"Nice, Winter Resort Town of the Riviera","Ницца, зимний курортный город Ривьеры",
missing_image,Te Henua Enata – The Marquesas Islands,Те Хенуа Эната — Маркизские острова,France,mixed,mixed_landscape,unesco,Te Henua Enata - The Marquesas Islands,Те Хенуа Эната — Маркизские острова,
missing_image,Megaliths of Carnac and of the shores of Morbihan,Мегалиты Карнака и побережья Морбиана,France,human,architecture,unesco,Megaliths of Carnac and of the shores of Morbihan,Мегалиты Карнака и побережья Морбиана,
missing_image,St Mary's Cathedral and St Michael's Church at Hildesheim,Кафедральный собор Cв. Марии и церковь Св. Михаила в городе Хильдесхайм,Germany,human,sacred,unesco,St Mary's Cathedral and St Michael's Church at Hildesheim,Кафедральный собор Cв. Марии и церковь Св. Михаила в городе Хильдесхайм,
missing_image,"Collegiate Church, Castle and Old Town of Quedlinburg","Коллегиатская церковь, замок и Старый город в Кведлинбурге",Germany,human,sacred,unesco,"Collegiate Church, Castle and Old Town of Quedlinburg","Коллегиатская церковь, замок и Старый город в Кведлинбурге",
missing_image,Luther Memorials in Eisleben and Wittenberg,Памятные места Лютера в городах Айслебен и Виттенберг,Germany,human,architecture,unesco,Luther Memorials in Eisleben and Wittenberg,Памятные места Лютера в городах Айслебен и Виттенберг,
missing_image,Historic Centres of Stralsund and Wismar,Исторические центры городов Штральзунд и Висмар,Germany,human,city,unesco,Historic Centres of Stralsund and Wismar,Исторические центры городов Штральзунд и Висмар,
missing_image,Town Hall and Roland on the Marketplace of Bremen,Ратуша и статуя Роланда на Рыночной площади в городе Бремен,Germany,human,city,unesco,Town Hall and Roland on the Marketplace of Bremen,Ратуша и статуя Роланда на Рыночной площади в городе Бремен,
missing_image,Fagus Factory in Alfeld,Фабрика Фагуса в Альфельде,Germany,human,engineering,unesco,Fagus Factory in Alfeld,Фабрика Фагуса в Альфельде,
missing_image,Carolingian Westwork and Civitas Corvey,Вестверк эпохи Каролингов и аббатство Корвей,Germany,human,architecture,unesco,Carolingian Westwork and Civitas Corvey,Вестверк эпохи Каролингов и аббатство Корвей,
missing_image,Speicherstadt and Kontorhaus District with Chilehaus,"«Дом Чили», кварталы Шпайхерштадт и Конторхаус",Germany,human,architecture,unesco,Speicherstadt and Kontorhaus District with Chilehaus,"«Дом Чили», кварталы Шпайхерштадт и Конторхаус",
missing_image,Archaeological Border complex of Hedeby and the Danevirke,Пограничный археологический ландшафт Хедебю и Даневирке,Germany,human,architecture,unesco,Archaeological Border complex of Hedeby and the Danevirke,Пограничный археологический ландшафт Хедебю и Даневирке,
missing_image,Water Management System of Augsburg,Система управления водными ресурсами Аугсбурга,Germany,human,engineering,unesco,Water Management System of Augsburg,Система управления водными ресурсами Аугсбурга,
missing_image,"ShUM Sites of Speyer, Worms and Mainz","Объекты в городах ШУМ - Шпайере, Вормсе и Майнце",Germany,human,architecture,unesco,"ShUM Sites of Speyer, Worms and Mainz","Объекты в городах ШУМ - Шпайере, Вормсе и Майнце",
missing_image,Schwerin Residence Ensemble,Ансамбль Шверинской резиденции,Germany,human,architecture,unesco,Schwerin Residence Ensemble,Ансамбль Шверинской резиденции,
missing_image,"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee","Замки короля Людвига II Баварского: Нойшванштайн, Линдерхоф, Шахен и Херренкимзе — От мечты к реальности",Germany,human,architecture,unesco,"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee","Замки короля Людвига II Баварского: Нойшванштайн, Линдерхоф, Шахен и Херренкимзе — От мечты к реальности",
missing_image,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios","Монастыри Дафни, Оссиос-Лукас и Неа-Мони",Greece,human,architecture,unesco,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios","Монастыри Дафни, Оссиос-Лукас и Неа-Мони",
missing_image,Pythagoreion and Heraion of Samos,Пифагорея и храм Геры на острове Самос,Greece,human,architecture,unesco,Pythagoreion and Heraion of Samos,Пифагорея и храм Геры на острове Самос,
missing_image,Archaeological Site of Aigai (modern name Vergina),Археологические памятники Вергины,Greece,human,architecture,unesco,Archaeological Site of Aigai (modern name Vergina),Археологические памятники Вергины,
missing_image,Archaeological Sites of Mycenae and Tiryns,Археологические памятники Микен и Тиринфа,Greece,human,architecture,unesco,Archaeological Sites of Mycenae and Tiryns,Археологические памятники Микен и Тиринфа,
missing_image,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,Исторический центр (Хора) с монастырем Иоанна Богослова и пещерой Апокалипсиса на острове Патмос,Greece,human,sacred,unesco,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,Исторический центр (Хора) с монастырем Иоанна Богослова и пещерой Апокалипсиса на острове Патмос,
missing_image,Archaeological Site of Philippi,Археологический комплекс Филиппы,Greece,human,architecture,unesco,Archaeological Site of Philippi,Археологический комплекс Филиппы,
missing_image,Zagori Cultural Landscape,Культурный ландшафт Загори,Greece,human,architecture,unesco,Zagori Cultural Landscape,Культурный ландшафт Загори,
missing_image,National Archaeological Park Tak’alik Ab’aj,Национальный археологический парк Такалик-Абах,Guatemala,human,architecture,unesco,National Archaeological Park Tak'alik Ab'aj,Национальный археологический парк Такалик-Абах,
missing_image,"National History Park – Citadel, Sans Souci, Ramiers","Национальный исторический парк – Цитадель Ла-Ферьер, дворец Сан-Суси и укрепления Рамьер",Haiti,human,fortress,unesco,"National History Park - Citadel, Sans Souci, Ramiers","Национальный исторический парк – Цитадель Ла-Ферьер, дворец Сан-Суси и укрепления Рамьер",
missing_image,Maya Site of Copan,Город индейцев майя Копан,Honduras,human,architecture,unesco,Maya Site of Copan,Город индейцев майя Копан,
missing_image,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat","Рани-ки-Вав, ступенчатый колодец королевы в Патане",India,human,architecture,unesco,"Rani-ki-Vav (the Queen's Stepwell) at Patan, Gujarat","Рани-ки-Вав, ступенчатый колодец королевы в Патане",
missing_image,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),"Вокзал Чхатрапати-Шиваджи, бывший Виктория-Терминус (город Мумбаи)",India,human,architecture,unesco,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),"Вокзал Чхатрапати-Шиваджи, бывший Виктория-Терминус (город Мумбаи)",
missing_image,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",Археологический объект Наланда Махавихара (университет Наланда) в Наланде,India,human,architecture,unesco,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",Археологический объект Наланда Махавихара (университет Наланда) в Наланде,
missing_image,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana","Храм Какатия - Рудрешвара (Рамаппа), штат Телангана",India,human,sacred,unesco,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana","Храм Какатия - Рудрешвара (Рамаппа), штат Телангана",
missing_image,Dholavira: a Harappan City,Дхолавира: хараппский город,India,human,city,unesco,Dholavira: a Harappan City,Дхолавира: хараппский город,
missing_image,Moidams – the Mound-Burial System of the Ahom Dynasty,Мойдамы — система курганов династии Ахом,India,human,archaeology,unesco,Moidams - the Mound-Burial System of the Ahom Dynasty,Мойдамы — система курганов династии Ахом,
missing_image,Cultural Landscape of Bali Province: the Subak System as a Manifestation of the Tri Hita Karana Philosophy,Культурный ландшафт Бали: система субак и философия Три Хита Карана,Indonesia,human,architecture,unesco,Cultural Landscape of Bali Province: the Subak System as a Manifestation of the Tri Hita Karana Philosophy,Культурный ландшафт Бали: система субак и философия Три Хита Карана,
missing_image,Ombilin Coal Mining Heritage of Sawahlunto,Наследие добычи угля Омбилин в Савалунто,Indonesia,human,engineering,unesco,Ombilin Coal Mining Heritage of Sawahlunto,Наследие добычи угля Омбилин в Савалунто,
missing_image,The Cosmological Axis of Yogyakarta and its Historic Landmarks,Космологическая ось Джокьякарты и ее исторические достопримечательности,Indonesia,human,architecture,unesco,The Cosmological Axis of Yogyakarta and its Historic Landmarks,Космологическая ось Джокьякарты и ее исторические достопримечательности,
missing_image,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,Ханега и святилища шейха Сафи аль-Дин в Ардабиле,Iran (Islamic Republic of),human,sacred,unesco,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,Ханега и святилища шейха Сафи аль-Дин в Ардабиле,
missing_image,Masjed-e Jāmé of Isfahan,Соборная мечеть Исфахана,Iran (Islamic Republic of),human,architecture,unesco,Masjed-e Jāmé of Isfahan,Соборная мечеть Исфахана,
missing_image,Cultural Landscape of Maymand,Культурный ландшафт Мейманда,Iran (Islamic Republic of),human,architecture,unesco,Cultural Landscape of Maymand,Культурный ландшафт Мейманда,
missing_image,Historic City of Yazd,Исторический город Йезд,Iran (Islamic Republic of),human,city,unesco,Historic City of Yazd,Исторический город Йезд,
missing_image,Cultural Landscape of Hawraman/Uramanat,Культурный ландшафт Хавраман / Ураманат,Iran (Islamic Republic of),human,architecture,unesco,Cultural Landscape of Hawraman/Uramanat,Культурный ландшафт Хавраман / Ураманат,
missing_image,Prehistoric Sites of the Khorramabad Valley,Доисторические памятники долины Хорремабад,Iran (Islamic Republic of),human,archaeology,unesco,Prehistoric Sites of the Khorramabad Valley,Доисторические памятники долины Хорремабад,
missing_image,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,Археологические находки в долине реки Бойн,Ireland,human,architecture,unesco,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,Археологические находки в долине реки Бойн,
missing_image,White City of Tel-Aviv – the Modern Movement,Белый город в Тель-Авиве – архитектура «Современного движения»,Israel,human,city,unesco,White City of Tel-Aviv - the Modern Movement,Белый город в Тель-Авиве – архитектура «Современного движения»,
missing_image,"Biblical Tels - Megiddo, Hazor, Beer Sheba","Библейские холмы – Мегиддо, Хацор, Беэр-Шева",Israel,human,architecture,unesco,"Biblical Tels - Megiddo, Hazor, Beer Sheba","Библейские холмы – Мегиддо, Хацор, Беэр-Шева",
missing_image,Bahá’i Holy Places in Haifa and the Western Galilee,Святые места Бахаи в Хайфе и на западе Галилеи,Israel,human,architecture,unesco,Bahá'i Holy Places in Haifa and the Western Galilee,Святые места Бахаи в Хайфе и на западе Галилеи,
missing_image,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Пещеры Мареши и Бейт Гуврина в Иудейской долине как микрокосм Земли пещер,Israel,human,architecture,unesco,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Пещеры Мареши и Бейт Гуврина в Иудейской долине как микрокосм Земли пещер,
missing_image,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,"Находки на горе Кармель, отражающие эволюционное развитие человека: пещеры Нахаль Меарот и Вади эль-Мугара",Israel,human,architecture,unesco,Sites of Human Evolution at Mount Carmel: The Nahal Me'arot / Wadi el-Mughara Caves,"Находки на горе Кармель, отражающие эволюционное развитие человека: пещеры Нахаль Меарот и Вади эль-Мугара",
missing_image,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,Некрополь Бейт Шеарим - символ еврейского возрождения,Israel,human,archaeology,unesco,Necropolis of Bet She'arim: A Landmark of Jewish Renewal,Некрополь Бейт Шеарим - символ еврейского возрождения,
missing_image,Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,Церковь и доминиканский монастырь Санта-Мария-делла-Грацие c фреской Леонардо да Винчи,Italy,human,sacred,unesco,Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,Церковь и доминиканский монастырь Санта-Мария-делла-Грацие c фреской Леонардо да Винчи,
missing_image,Venice and its Lagoon,Венеция и ее лагуна,Italy,human,architecture,unesco,Venice and its Lagoon,Венеция и ее лагуна,
missing_image,Castel del Monte,Замок Кастель-дель-Монте,Italy,human,architecture,unesco,Castel del Monte,Замок Кастель-дель-Монте,
missing_image,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex","Королевский дворец XVIII в. с парком в Казерте, акведук Ванвителли и фабричный поселок Сан-Леучо",Italy,human,engineering,unesco,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex","Королевский дворец XVIII в. с парком в Казерте, акведук Ванвителли и фабричный поселок Сан-Леучо",
missing_image,The Sassi and the Park of the Rupestrian Churches of Matera,«И-Сасси-ди-Матера» - старые районы города Матера,Italy,human,architecture,unesco,The Sassi and the Park of the Rupestrian Churches of Matera,«И-Сасси-ди-Матера» - старые районы города Матера,
missing_image,"Ferrara, City of the Renaissance, and its Po Delta",Город эпохи Возрождения Феррара и дельта реки По,Italy,human,city,unesco,"Ferrara, City of the Renaissance, and its Po Delta",Город эпохи Возрождения Феррара и дельта реки По,
missing_image,The Trulli of Alberobello,«Трулли» – традиционные жилища в городе Альберобелло,Italy,human,architecture,unesco,The Trulli of Alberobello,«Трулли» – традиционные жилища в городе Альберобелло,
missing_image,Early Christian Monuments of Ravenna,Раннехристианские памятники в городе Равенна,Italy,human,architecture,unesco,Early Christian Monuments of Ravenna,Раннехристианские памятники в городе Равенна,
missing_image,"Botanical Garden (Orto Botanico), Padua",Ботанический сад (Орто Ботанико) в городе Падуя,Italy,human,architecture,unesco,"Botanical Garden (Orto Botanico), Padua",Ботанический сад (Орто Ботанико) в городе Падуя,
missing_image,Archaeological Area and the Patriarchal Basilica of Aquileia,Археологические памятники и патриаршая базилика в Аквилее,Italy,human,sacred,unesco,Archaeological Area and the Patriarchal Basilica of Aquileia,Археологические памятники и патриаршая базилика в Аквилее,
missing_image,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Город Портовенере, культурный ландшафт Чинкве-Терре, острова Пальмария, Тино и Тинетто",Italy,human,architecture,unesco,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)","Город Портовенере, культурный ландшафт Чинкве-Терре, острова Пальмария, Тино и Тинетто",
missing_image,"Cathedral, Torre Civica and Piazza Grande, Modena","Кафедральный собор, башня Торре-Чивика и площадь Пьяцца-Гранде в городе Модена",Italy,human,sacred,unesco,"Cathedral, Torre Civica and Piazza Grande, Modena","Кафедральный собор, башня Торре-Чивика и площадь Пьяцца-Гранде в городе Модена",
missing_image,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Археологические зоны - Помпеи, Геркуланум и Торре-Аннунциата",Italy,human,architecture,unesco,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata","Археологические зоны - Помпеи, Геркуланум и Торре-Аннунциата",
missing_image,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula","Культурный ландшафт района Чиленто, национальный парк Валло-ди-Диано, археологические памятники Пестума и Веллы, монастырь Чертоза-ди-Падула",Italy,human,architecture,unesco,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula","Культурный ландшафт района Чиленто, национальный парк Валло-ди-Диано, археологические памятники Пестума и Веллы, монастырь Чертоза-ди-Падула",
missing_image,Villa Adriana (Tivoli),Вилла Адриана в Тиволи,Italy,human,architecture,unesco,Villa Adriana (Tivoli),Вилла Адриана в Тиволи,
missing_image,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Базилика Св. Франциска и другие францисканские памятники в городе Ассизи,Italy,human,sacred,unesco,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Базилика Св. Франциска и другие францисканские памятники в городе Ассизи,
missing_image,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),"Города позднего барокко в районе Валь-ди-Ното, юго-восток острова Сицилия",Italy,human,architecture,unesco,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),"Города позднего барокко в районе Валь-ди-Ното, юго-восток острова Сицилия",
missing_image,"Villa d'Este, Tivoli",Вилла д`Эсте в Тиволи,Italy,human,architecture,unesco,"Villa d'Este, Tivoli",Вилла д`Эсте в Тиволи,
missing_image,Etruscan Necropolises of Cerveteri and Tarquinia,Этрусские некрополи близ Черветери и Тарквинии,Italy,human,architecture,unesco,Etruscan Necropolises of Cerveteri and Tarquinia,Этрусские некрополи близ Черветери и Тарквинии,
missing_image,Syracuse and the Rocky Necropolis of Pantalica,Древний город Сиракузы и скальный некрополь Панталика,Italy,human,archaeology,unesco,Syracuse and the Rocky Necropolis of Pantalica,Древний город Сиракузы и скальный некрополь Панталика,
missing_image,Mantua and Sabbioneta,Мантуя и Саббионета,Italy,human,architecture,unesco,Mantua and Sabbioneta,Мантуя и Саббионета,
missing_image,Longobards in Italy. Places of the Power (568-774 A.D.),"Лангобарды в Италии, сосредоточия власти, 568 -774 н.э.",Italy,human,architecture,unesco,Longobards in Italy. Places of the Power (568-774 A.D.),"Лангобарды в Италии, сосредоточия власти, 568 -774 н.э.",
missing_image,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,Арабо-норманнское наследие Палермо и кафедральные соборы в Чефалу и Монреале,Italy,human,sacred,unesco,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,Арабо-норманнское наследие Палермо и кафедральные соборы в Чефалу и Монреале,
missing_image,"Ivrea, industrial city of the 20th century","Ивреа, промышленный город XX века",Italy,human,engineering,unesco,"Ivrea, industrial city of the 20th century","Ивреа, промышленный город XX века",
missing_image,Le Colline del Prosecco di Conegliano e Valdobbiadene,Холмы Просекко в Конельяно и Вальдоббьядене,Italy,human,architecture,unesco,Le Colline del Prosecco di Conegliano e Valdobbiadene,Холмы Просекко в Конельяно и Вальдоббьядене,
missing_image,The Porticoes of Bologna,Портики Болоньи,Italy,human,architecture,unesco,The Porticoes of Bologna,Портики Болоньи,
missing_image,Via Appia. Regina Viarum,Аппиева дорога. Реджина Виарум,Italy,human,architecture,unesco,Via Appia. Regina Viarum,Аппиева дорога. Реджина Виарум,
